id`remark`name`icon`random_num`repeat`goods
int`string`string`string`int`int`array<tuple3<int,int,int>>
1`1级基因宝箱1```3`0`6;1;1|6;1;1|7;1;1|7;1;1
2`1级基因宝箱2```3`0`6;1;1|6;2;1|7;1;1|7;2;1
3`1级基因宝箱3```3`0`6;1;1|6;3;1|7;1;1|7;3;1
4`2级基因宝箱1```3`0`6;1;1|6;1;1|7;1;1|7;1;1|8;1;1|8;1;1
5`2级基因宝箱2```3`0`6;1;1|6;2;1|7;1;1|7;2;1|8;1;1|8;2;1
6`2级基因宝箱3```3`0`6;1;1|6;3;1|7;1;1|7;3;1|8;1;1|8;3;1
7`3~5级基因宝箱1```3`0`6;1;1|6;1;1|7;1;1|7;1;1|8;1;1|8;1;1|9;1;1|9;1;1
8`3~5级基因宝箱2```3`0`6;1;1|6;2;1|7;1;1|7;2;1|8;1;1|8;2;1|9;1;1|9;2;1
9`3~5级基因宝箱3```3`0`6;1;1|6;3;1|7;1;1|7;3;1|8;1;1|8;3;1|9;1;1|9;3;1
10`6级基因宝箱1```3`0`6;1;2|6;2;1|7;1;2|7;2;1|8;1;2|8;2;1|9;1;2|9;2;1|10;1;2|10;2;1
11`6级基因宝箱2```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1
12`6级基因宝箱3```3`0`6;2;1|6;3;2|7;2;1|7;3;2|8;2;1|8;3;2|9;2;1|9;3;2|10;2;1|10;3;2
13`7~8级基因宝箱1```3`0`6;1;2|6;2;1|7;1;2|7;2;1|8;1;2|8;2;1|9;1;2|9;2;1|10;1;2|10;2;1|11;1;2|11;2;1
14`7~8级基因宝箱2```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1|11;2;1|11;2;1
15`7~8级基因宝箱3```3`0`6;2;1|6;3;2|7;2;1|7;3;2|8;2;1|8;3;2|9;2;1|9;3;2|10;2;1|10;3;2|11;2;1|11;3;2
16`9级基因宝箱1```3`0`6;1;2|6;2;1|7;1;2|7;2;1|8;1;2|8;2;1|9;1;2|9;2;1|10;1;2|10;2;1|11;1;2|11;2;1|12;1;2|12;2;1
17`9级基因宝箱2```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1|11;2;1|11;2;1|12;2;1|12;2;1
18`9级基因宝箱3```3`0`6;2;1|6;3;2|7;2;1|7;3;2|8;2;1|8;3;2|9;2;1|9;3;2|10;2;1|10;3;2|11;2;1|11;3;2|12;2;1|12;3;2
19`10级基因宝箱1```3`0`6;1;1|6;2;2|7;1;1|7;2;2|8;1;1|8;2;2|9;1;1|9;2;2|10;1;1|10;2;2|11;1;1|11;2;2|12;1;1|12;2;2
20`10级基因宝箱2```3`0`6;2;1|6;3;1|7;2;1|7;3;1|8;2;1|8;3;1|9;2;1|9;3;1|10;2;1|10;3;1|11;2;1|11;3;1|12;2;1|12;3;1
21`10级基因宝箱3```3`0`6;3;2|6;4;1|7;3;2|7;4;1|8;3;2|8;4;1|9;3;2|9;4;1|10;3;2|10;4;1|11;3;2|11;4;1|12;3;2|12;4;1
22`11~12级基因宝箱1```3`0`6;1;1|6;2;2|7;1;1|7;2;2|8;1;1|8;2;2|9;1;1|9;2;2|10;1;1|10;2;2|11;1;1|11;2;2|12;1;1|12;2;2|13;1;1|13;2;2
23`11~12级基因宝箱2```3`0`6;2;1|6;3;1|7;2;1|7;3;1|8;2;1|8;3;1|9;2;1|9;3;1|10;2;1|10;3;1|11;2;1|11;3;1|12;2;1|12;3;1|13;2;1|13;3;1
24`11~12级基因宝箱3```3`0`6;3;2|6;4;1|7;3;2|7;4;1|8;3;2|8;4;1|9;3;2|9;4;1|10;3;2|10;4;1|11;3;2|11;4;1|12;3;2|12;4;1|13;3;2|13;4;1
25`13级基因宝箱1```3`0`6;1;1|6;2;2|7;1;1|7;2;2|8;1;1|8;2;2|9;1;1|9;2;2|10;1;1|10;2;2|11;1;1|11;2;2|12;1;1|12;2;2|13;1;1|13;2;2|14;1;1|14;2;2
26`13级基因宝箱2```3`0`6;2;1|6;3;1|7;2;1|7;3;1|8;2;1|8;3;1|9;2;1|9;3;1|10;2;1|10;3;1|11;2;1|11;3;1|12;2;1|12;3;1|13;2;1|13;3;1|14;2;1|14;3;1
27`13级基因宝箱3```3`0`6;3;2|6;4;1|7;3;2|7;4;1|8;3;2|8;4;1|9;3;2|9;4;1|10;3;2|10;4;1|11;3;2|11;4;1|12;3;2|12;4;1|13;3;2|13;4;1|14;3;2|14;4;1
28`14级基因宝箱1```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1|11;2;1|11;2;1|12;2;1|12;2;1|13;2;1|13;2;1|14;2;1|14;2;1
29`14级基因宝箱2```3`0`6;2;1|6;4;1|7;2;1|7;4;1|8;2;1|8;4;1|9;2;1|9;4;1|10;2;1|10;4;1|11;2;1|11;4;1|12;2;1|12;4;1|13;2;1|13;4;1|14;2;1|14;4;1
30`14级基因宝箱3```3`0`6;3;1|6;5;1|7;3;1|7;5;1|8;3;1|8;5;1|9;3;1|9;5;1|10;3;1|10;5;1|11;3;1|11;5;1|12;3;1|12;5;1|13;3;1|13;5;1|14;3;1|14;5;1
31`15~16级基因宝箱1```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1|11;2;1|11;2;1|12;2;1|12;2;1|13;2;1|13;2;1|14;2;1|14;2;1|15;2;1|15;2;1
32`15~16级基因宝箱2```3`0`6;2;1|6;4;1|7;2;1|7;4;1|8;2;1|8;4;1|9;2;1|9;4;1|10;2;1|10;4;1|11;2;1|11;4;1|12;2;1|12;4;1|13;2;1|13;4;1|14;2;1|14;4;1|15;2;1|15;4;1
33`15~16级基因宝箱3```3`0`6;3;1|6;5;1|7;3;1|7;5;1|8;3;1|8;5;1|9;3;1|9;5;1|10;3;1|10;5;1|11;3;1|11;5;1|12;3;1|12;5;1|13;3;1|13;5;1|14;3;1|14;5;1|15;3;1|15;5;1
34`17级基因宝箱1```3`0`6;2;1|6;2;1|7;2;1|7;2;1|8;2;1|8;2;1|9;2;1|9;2;1|10;2;1|10;2;1|11;2;1|11;2;1|12;2;1|12;2;1|13;2;1|13;2;1|14;2;1|14;2;1|15;2;1|15;2;1|16;2;1|16;2;1
35`17级基因宝箱2```3`0`6;2;1|6;4;1|7;2;1|7;4;1|8;2;1|8;4;1|9;2;1|9;4;1|10;2;1|10;4;1|11;2;1|11;4;1|12;2;1|12;4;1|13;2;1|13;4;1|14;2;1|14;4;1|15;2;1|15;4;1|16;2;1|16;4;1
36`17级基因宝箱3```3`0`6;3;1|6;5;1|7;3;1|7;5;1|8;3;1|8;5;1|9;3;1|9;5;1|10;3;1|10;5;1|11;3;1|11;5;1|12;3;1|12;5;1|13;3;1|13;5;1|14;3;1|14;5;1|15;3;1|15;5;1|16;3;1|16;5;1
37`18级基因宝箱1```3`0`6;2;2|6;3;1|7;2;2|7;3;1|8;2;2|8;3;1|9;2;2|9;3;1|10;2;2|10;3;1|11;2;2|11;3;1|12;2;2|12;3;1|13;2;2|13;3;1|14;2;2|14;3;1|15;2;2|15;3;1|16;2;2|16;3;1
38`18级基因宝箱2```3`0`6;3;1|6;4;1|7;3;1|7;4;1|8;3;1|8;4;1|9;3;1|9;4;1|10;3;1|10;4;1|11;3;1|11;4;1|12;3;1|12;4;1|13;3;1|13;4;1|14;3;1|14;4;1|15;3;1|15;4;1|16;3;1|16;4;1
39`18级基因宝箱3```3`0`6;4;1|6;5;2|7;4;1|7;5;2|8;4;1|8;5;2|9;4;1|9;5;2|10;4;1|10;5;2|11;4;1|11;5;2|12;4;1|12;5;2|13;4;1|13;5;2|14;4;1|14;5;2|15;4;1|15;5;2|16;4;1|16;5;2
40`19~21级基因宝箱1```3`0`6;2;2|6;3;1|7;2;2|7;3;1|8;2;2|8;3;1|9;2;2|9;3;1|10;2;2|10;3;1|11;2;2|11;3;1|12;2;2|12;3;1|13;2;2|13;3;1|14;2;2|14;3;1|15;2;2|15;3;1|16;2;2|16;3;1|17;2;2|17;3;1
41`19~21级基因宝箱2```3`0`6;3;1|6;4;1|7;3;1|7;4;1|8;3;1|8;4;1|9;3;1|9;4;1|10;3;1|10;4;1|11;3;1|11;4;1|12;3;1|12;4;1|13;3;1|13;4;1|14;3;1|14;4;1|15;3;1|15;4;1|16;3;1|16;4;1|17;3;1|17;4;1
42`19~21级基因宝箱3```3`0`6;4;1|6;5;2|7;4;1|7;5;2|8;4;1|8;5;2|9;4;1|9;5;2|10;4;1|10;5;2|11;4;1|11;5;2|12;4;1|12;5;2|13;4;1|13;5;2|14;4;1|14;5;2|15;4;1|15;5;2|16;4;1|16;5;2|17;4;1|17;5;2
43`22~25级基因宝箱1```3`0`6;2;1|6;3;2|7;2;1|7;3;2|8;2;1|8;3;2|9;2;1|9;3;2|10;2;1|10;3;2|11;2;1|11;3;2|12;2;1|12;3;2|13;2;1|13;3;2|14;2;1|14;3;2|15;2;1|15;3;2|16;2;1|16;3;2|17;2;1|17;3;2
44`22~25级基因宝箱2```3`0`6;3;1|6;5;1|7;3;1|7;5;1|8;3;1|8;5;1|9;3;1|9;5;1|10;3;1|10;5;1|11;3;1|11;5;1|12;3;1|12;5;1|13;3;1|13;5;1|14;3;1|14;5;1|15;3;1|15;5;1|16;3;1|16;5;1|17;3;1|17;5;1
45`22~25级基因宝箱3```3`0`6;4;1|6;6;2|7;4;1|7;6;2|8;4;1|8;6;2|9;4;1|9;6;2|10;4;1|10;6;2|11;4;1|11;6;2|12;4;1|12;6;2|13;4;1|13;6;2|14;4;1|14;6;2|15;4;1|15;6;2|16;4;1|16;6;2|17;4;1|17;6;2
46`26~29级基因宝箱1```3`0`6;2;1|6;4;1|7;2;1|7;4;1|8;2;1|8;4;1|9;2;1|9;4;1|10;2;1|10;4;1|11;2;1|11;4;1|12;2;1|12;4;1|13;2;1|13;4;1|14;2;1|14;4;1|15;2;1|15;4;1|16;2;1|16;4;1|17;2;1|17;4;1
47`26~29级基因宝箱2```3`0`6;4;1|6;5;1|7;4;1|7;5;1|8;4;1|8;5;1|9;4;1|9;5;1|10;4;1|10;5;1|11;4;1|11;5;1|12;4;1|12;5;1|13;4;1|13;5;1|14;4;1|14;5;1|15;4;1|15;5;1|16;4;1|16;5;1|17;4;1|17;5;1
48`26~29级基因宝箱3```3`0`6;5;1|6;7;1|7;5;1|7;7;1|8;5;1|8;7;1|9;5;1|9;7;1|10;5;1|10;7;1|11;5;1|11;7;1|12;5;1|12;7;1|13;5;1|13;7;1|14;5;1|14;7;1|15;5;1|15;7;1|16;5;1|16;7;1|17;5;1|17;7;1
49`30级基因宝箱1```3`0`6;3;2|6;4;1|7;3;2|7;4;1|8;3;2|8;4;1|9;3;2|9;4;1|10;3;2|10;4;1|11;3;2|11;4;1|12;3;2|12;4;1|13;3;2|13;4;1|14;3;2|14;4;1|15;3;2|15;4;1|16;3;2|16;4;1|17;3;2|17;4;1
50`30级基因宝箱2```3`0`6;4;1|6;6;1|7;4;1|7;6;1|8;4;1|8;6;1|9;4;1|9;6;1|10;4;1|10;6;1|11;4;1|11;6;1|12;4;1|12;6;1|13;4;1|13;6;1|14;4;1|14;6;1|15;4;1|15;6;1|16;4;1|16;6;1|17;4;1|17;6;1
51`30级基因宝箱3```3`0`6;6;1|6;7;2|7;6;1|7;7;2|8;6;1|8;7;2|9;6;1|9;7;2|10;6;1|10;7;2|11;6;1|11;7;2|12;6;1|12;7;2|13;6;1|13;7;2|14;6;1|14;7;2|15;6;1|15;7;2|16;6;1|16;7;2|17;6;1|17;7;2
101`七日累计登录1奖励1```1`0`2;1000000;1
102`七日累计登录1奖励2```1`0`7;5;1
103`七日累计登录1奖励3```1`0`2;100000000;1
104`七日累计登录1奖励4```1`0`8;5;1
105`七日累计登录1奖励5```1`0`2;500000000;1
106`七日累计登录1奖励6```1`0`5;50;1
107`七日累计登录1奖励7`801001`mainui/keji_icon_box.png`3`0`6;5;500|7;5;500|8;5;500|9;5;500|10;5;500
108`七日累计登录2奖励1```1`0`5;30;1
109`七日累计登录2奖励2```1`0`2;1000000000;1
110`七日累计登录2奖励3```1`0`5;30;1
111`七日累计登录2奖励4```1`0`2;1000000000;1
112`七日累计登录2奖励5```1`0`5;50;1
113`七日累计登录2奖励6```1`0`2;1000000000;1
114`七日累计登录2奖励7`801002`mainui/keji_icon_box.png`3`0`6;5;500|7;5;500|8;5;500|9;5;500|10;5;500|11;5;500|12;5;500
201`首充奖励```3`0`6;10;1|7;10;1|5;20;1
301`今日特惠1-金币50000000，体力10```2`0`2;100000000;1|5;10;1
302`今日特惠2-金币75000000，基因6```2`0`2;300000000;1|8;6;1
303`今日特惠3-金币150000000，体力25```2`0`2;400000000;1|5;25;1
304`今日特惠4-金币150000000，基因15```2`0`2;400000000;1|9;15;1
305`今日特惠5-金币200000000，体力25```2`0`2;600000000;1|5;10;1
306`今日特惠6-金币200000000，基因15```2`0`2;600000000;1|10;15;1
307`今日特惠7-金币300000000，体力25```2`0`2;800000000;1|5;10;1
308`今日特惠8-金币300000000，基因15```2`0`2;800000000;1|11;15;1
309`今日特惠9-金币500000000，体力35```2`0`2;1000000000;1|5;10;1
310`今日特惠10-金币500000000，基因30`800724`mainui/keji_icon_box.png`2`0`2;1000000000;100000000|8;20;1|9;20;1|10;20;1|11;20;1|12;20;1
401`玩家升2级奖励```1`0`5;22;1
402`玩家升3级奖励```1`0`5;24;1
403`玩家升4级奖励```1`0`5;26;1
404`玩家升5级奖励```1`0`5;28;1
405`玩家升6级奖励```1`0`5;30;1
406`玩家升7级奖励```1`0`5;32;1
407`玩家升8级奖励```1`0`5;34;1
408`玩家升9级奖励```1`0`5;36;1
409`玩家升10级奖励```1`0`5;38;1
410`玩家升11级奖励```1`0`5;40;1
411`玩家升12级奖励```1`0`5;42;1
412`玩家升13级奖励```1`0`5;44;1
413`玩家升14级奖励```1`0`5;46;1
414`玩家升15级奖励```1`0`5;48;1
415`玩家升16级奖励```1`0`5;50;1
416`玩家升17级奖励```1`0`5;50;1
417`玩家升18级奖励```1`0`5;50;1
418`玩家升19级奖励```1`0`5;50;1
419`玩家升20级奖励```1`0`5;50;1
420`玩家升21级奖励```1`0`5;50;1
421`玩家升22级奖励```1`0`5;50;1
422`玩家升23级奖励```1`0`5;50;1
423`玩家升24级奖励```1`0`5;50;1
424`玩家升25级奖励```1`0`5;50;1
425`玩家升26级奖励```1`0`5;50;1
426`玩家升27级奖励```1`0`5;50;1
427`玩家升28级奖励```1`0`5;50;1
428`玩家升29级奖励```1`0`5;50;1
429`玩家升30级奖励```1`0`5;50;1
501`玩家升2级分享奖励```1`0`2;5000;1
502`玩家升3级分享奖励```1`0`2;600000;1
503`玩家升4级分享奖励```1`0`2;2000000;1
504`玩家升5级分享奖励```1`0`2;4000000;1
505`玩家升6级分享奖励```1`0`2;7000000;1
506`玩家升7级分享奖励```1`0`2;10000000;1
507`玩家升8级分享奖励```1`0`2;20000000;1
508`玩家升9级分享奖励```1`0`2;40000000;1
509`玩家升10级分享奖励```1`0`2;60000000;1
510`玩家升11级分享奖励```1`0`2;80000000;1
511`玩家升12级分享奖励```1`0`2;100000000;1
512`玩家升13级分享奖励```1`0`2;150000000;1
513`玩家升14级分享奖励```1`0`2;200000000;1
514`玩家升15级分享奖励```1`0`2;250000000;1
515`玩家升16级分享奖励```1`0`2;300000000;1
516`玩家升17级分享奖励```1`0`2;400000000;1
517`玩家升18级分享奖励```1`0`2;500000000;1
518`玩家升19级分享奖励```1`0`2;600000000;1
519`玩家升20级分享奖励```1`0`2;800000000;1
520`玩家升21级分享奖励```1`0`2;900000000;1
521`玩家升22级分享奖励```1`0`2;1000000000;1
522`玩家升23级分享奖励```1`0`2;1000000000;1
523`玩家升24级分享奖励```1`0`2;1000000000;1
524`玩家升25级分享奖励```1`0`2;1000000000;1
525`玩家升26级分享奖励```1`0`2;1000000000;1
526`玩家升27级分享奖励```1`0`2;1200000000;1
527`玩家升28级分享奖励```1`0`2;1200000000;1
528`玩家升29级分享奖励```1`0`2;1200000000;1
529`玩家升30级分享奖励```1`0`2;1200000000;1
601`农田1升星分享奖励```1`0`6;1;1
602`农田2升星分享奖励```1`0`7;1;1
603`农田3升星分享奖励```1`0`8;1;1
604`农田4升星分享奖励```1`0`9;1;1
605`农田5升星分享奖励```1`0`10;1;1
606`农田6升星分享奖励```1`0`11;1;1
607`农田7升星分享奖励```1`0`12;1;1
608`农田8升星分享奖励```1`0`13;1;1
609`农田9升星分享奖励```1`0`14;1;1
610`农田10升星分享奖励```1`0`15;1;1
611`农田11升星分享奖励```1`0`16;1;1
612`农田12升星分享奖励```1`0`17;1;1
621`农田1升星分享奖励```1`0`6;2;1
622`农田2升星分享奖励```1`0`7;2;1
623`农田3升星分享奖励```1`0`8;2;1
624`农田4升星分享奖励```1`0`9;2;1
625`农田5升星分享奖励```1`0`10;2;1
626`农田6升星分享奖励```1`0`11;2;1
627`农田7升星分享奖励```1`0`12;2;1
628`农田8升星分享奖励```1`0`13;2;1
629`农田9升星分享奖励```1`0`14;2;1
630`农田10升星分享奖励```1`0`15;2;1
631`农田11升星分享奖励```1`0`16;2;1
632`农田12升星分享奖励```1`0`17;2;1
641`农田1升星分享奖励```1`0`6;3;1
642`农田2升星分享奖励```1`0`7;3;1
643`农田3升星分享奖励```1`0`8;3;1
644`农田4升星分享奖励```1`0`9;3;1
645`农田5升星分享奖励```1`0`10;3;1
646`农田6升星分享奖励```1`0`11;3;1
647`农田7升星分享奖励```1`0`12;3;1
648`农田8升星分享奖励```1`0`13;3;1
649`农田9升星分享奖励```1`0`14;3;1
650`农田10升星分享奖励```1`0`15;3;1
651`农田11升星分享奖励```1`0`16;3;1
652`农田12升星分享奖励```1`0`17;3;1
701`每日分享奖励```1`0`5;20;1
